# iSurf Session Log
# session: synth001
# date: 20260602_165920
# mode: Standard
# devMode: false
# sampleRate: 50 Hz
# --- 6 Parameters ---
# minSpeed(m/s): 4.17
# takeoffG(g): 1.50
# landingG(g): 2.00
# minAirtime(s): 0.50
# maxAirtime(s): 8.00
# cooldown(s): 1.50
# --- Columns ---
# ax/ay/az = userAcceleration (g, gravity removed)
# gx/gy/gz = gyroscope (rad/s)
# gvX/gvY/gvZ = gravity vector (g)
# baro = barometric pressure (hPa)
# baseBaro = rolling baseline pressure (hPa)
# spd = GPS speed (m/s)
# lowG = consecutive low-g sample count
# -----------------------
idx,t,ax,ay,az,aM,gx,gy,gz,gM,gvX,gvY,gvZ,baro,baseBaro,spd,lowG,state,evt
173,3.440,0.027,-0.067,0.087,0.113,-0.084,-0.009,0.000,0.084,0.005,-0.006,-0.993,1013.30,1013.25,8.32,0,RIDING,
174,3.460,0.139,-0.032,0.035,0.147,-0.046,0.049,0.061,0.090,0.004,0.011,-0.989,1013.25,1013.25,8.16,0,RIDING,
175,3.480,0.065,-0.146,-0.054,0.169,0.071,-0.061,0.057,0.110,0.011,-0.003,-1.012,1013.34,1013.25,8.73,0,RIDING,
176,3.500,-0.008,-0.016,-0.004,0.018,0.035,-0.007,0.010,0.037,0.018,0.004,-0.999,1013.27,1013.25,8.50,0,RIDING,
177,3.520,-0.017,-0.050,0.108,0.120,0.008,-0.054,-0.028,0.061,0.011,-0.012,-0.995,1013.24,1013.25,8.37,0,RIDING,
178,3.540,0.011,-0.094,0.004,0.095,-0.005,0.025,-0.023,0.034,-0.011,0.008,-0.990,1013.27,1013.25,8.00,0,RIDING,
179,3.560,-0.001,-0.048,0.087,0.099,-0.105,-0.040,0.034,0.117,-0.019,0.015,-0.998,1013.28,1013.25,8.19,0,RIDING,
180,3.580,-0.072,0.004,0.072,0.102,-0.130,0.056,0.037,0.146,-0.018,0.011,-0.996,1013.15,1013.25,8.73,0,RIDING,
181,3.600,0.180,-0.049,0.000,0.187,0.052,-0.032,-0.035,0.071,-0.011,0.005,-0.995,1013.23,1013.25,8.48,0,RIDING,
182,3.620,0.006,0.136,-0.026,0.139,0.065,-0.027,0.038,0.080,-0.002,-0.005,-1.006,1013.15,1013.25,8.56,0,RIDING,
183,3.640,-0.028,-0.058,-0.175,0.187,-0.030,-0.027,-0.026,0.048,0.008,-0.003,-1.005,1013.20,1013.25,8.46,0,RIDING,
184,3.660,0.109,0.078,0.074,0.153,0.058,-0.016,-0.006,0.060,-0.001,0.004,-0.996,1013.31,1013.25,8.33,0,RIDING,
185,3.680,-0.022,0.079,-0.014,0.083,0.036,0.054,0.033,0.073,-0.013,-0.006,-0.995,1013.29,1013.25,8.15,0,RIDING,
186,3.700,0.120,-0.098,0.025,0.157,-0.043,-0.037,-0.014,0.058,0.012,-0.010,-0.991,1013.28,1013.25,8.56,0,RIDING,
187,3.720,0.074,0.006,0.038,0.084,-0.028,-0.054,-0.020,0.065,-0.005,0.017,-0.998,1013.22,1013.25,9.37,0,RIDING,
188,3.740,0.025,0.059,-0.062,0.090,0.046,0.019,-0.076,0.091,0.005,0.016,-1.004,1013.28,1013.25,8.67,0,RIDING,
189,3.760,0.041,0.060,-0.072,0.102,0.060,-0.073,-0.065,0.114,-0.001,-0.016,-0.999,1013.28,1013.25,8.17,0,RIDING,
190,3.780,-0.091,0.027,-0.123,0.155,0.022,-0.013,0.003,0.026,-0.013,-0.026,-1.000,1013.25,1013.25,8.54,0,RIDING,
191,3.800,-0.075,-0.036,0.034,0.090,-0.099,-0.038,-0.031,0.111,-0.001,-0.008,-1.010,1013.20,1013.25,8.60,0,RIDING,
192,3.820,0.065,-0.053,0.047,0.096,0.022,-0.095,-0.054,0.111,0.008,0.008,-0.990,1013.25,1013.25,8.60,0,RIDING,
193,3.840,-0.030,-0.017,0.062,0.071,-0.021,0.053,-0.079,0.098,-0.020,0.010,-0.997,1013.28,1013.25,8.45,0,RIDING,
194,3.860,0.002,-0.086,-0.037,0.094,0.076,-0.041,-0.174,0.194,-0.001,-0.004,-1.009,1013.21,1013.25,8.14,0,RIDING,
195,3.880,-0.067,0.084,-0.115,0.158,0.098,-0.027,-0.055,0.115,-0.010,0.007,-1.018,1013.29,1013.25,8.67,0,RIDING,
196,3.900,-0.074,0.090,-0.020,0.118,-0.065,0.026,0.046,0.084,-0.003,0.004,-0.992,1013.25,1013.25,7.96,0,RIDING,
197,3.920,0.148,-0.020,-0.039,0.155,-0.002,0.060,-0.047,0.077,0.008,-0.007,-0.995,1013.32,1013.25,7.68,0,RIDING,
198,3.940,0.055,-0.095,-0.007,0.110,0.012,0.029,-0.047,0.056,0.025,-0.002,-1.002,1013.20,1013.25,7.92,0,RIDING,
199,3.960,-0.120,0.074,-0.043,0.147,0.072,0.043,0.001,0.083,-0.003,-0.006,-1.013,1013.29,1013.25,8.17,0,RIDING,
200,3.980,0.001,-0.012,0.115,0.115,-0.168,-0.034,-0.046,0.177,0.004,0.000,-1.005,1013.23,1013.25,8.63,0,RIDING,
201,4.000,0.040,0.029,-0.147,0.155,-0.013,-0.069,-0.059,0.092,0.001,-0.009,-1.002,1013.26,1013.25,8.52,0,RIDING,
202,4.020,-0.073,0.031,0.055,0.096,0.088,0.063,-0.040,0.115,0.003,0.020,-0.993,1013.23,1013.25,8.22,0,RIDING,
203,4.040,-0.176,-0.101,-0.103,0.228,0.026,0.000,0.015,0.030,-0.008,0.020,-0.997,1013.34,1013.25,8.25,0,RIDING,
204,4.060,-0.062,-0.162,-0.122,0.212,-0.122,0.003,0.002,0.122,-0.007,-0.007,-0.981,1013.30,1013.25,8.46,0,RIDING,
205,4.080,-0.141,0.014,0.002,0.142,0.031,-0.020,0.025,0.045,-0.005,-0.002,-1.010,1013.29,1013.25,8.46,0,RIDING,
206,4.100,-0.017,-0.024,0.017,0.034,0.067,0.065,-0.022,0.096,0.008,0.000,-0.997,1013.28,1013.25,8.59,0,RIDING,
207,4.120,-0.038,-0.063,0.070,0.101,0.065,0.033,0.022,0.076,-0.018,0.007,-0.998,1013.26,1013.25,8.36,0,RIDING,
208,4.140,-0.044,-0.077,0.102,0.136,-0.090,0.088,0.032,0.130,-0.000,-0.005,-0.998,1013.37,1013.25,8.28,0,RIDING,
209,4.160,-0.017,-0.060,0.086,0.106,-0.039,-0.025,0.028,0.054,0.004,-0.004,-1.012,1013.22,1013.25,8.37,0,RIDING,
210,4.180,-0.008,-0.018,0.136,0.138,-0.055,0.048,-0.039,0.083,0.003,0.009,-0.983,1013.23,1013.25,8.40,0,RIDING,
211,4.200,-0.051,0.106,0.080,0.142,0.041,-0.038,0.045,0.072,-0.003,0.007,-0.989,1013.24,1013.25,8.61,0,RIDING,
212,4.220,0.090,-0.016,0.080,0.122,0.073,-0.047,0.074,0.113,0.006,0.015,-0.997,1013.18,1013.25,8.66,0,RIDING,
213,4.240,-0.038,-0.064,-0.100,0.125,0.038,-0.012,-0.036,0.054,-0.004,-0.005,-0.983,1013.28,1013.25,8.27,0,RIDING,
214,4.260,0.117,-0.013,-0.126,0.172,0.014,0.004,0.017,0.023,0.009,0.008,-0.998,1013.28,1013.25,8.40,0,RIDING,
215,4.280,-0.033,-0.038,0.055,0.075,-0.055,-0.008,-0.037,0.067,-0.000,0.000,-0.991,1013.18,1013.25,8.68,0,RIDING,
216,4.300,-0.120,-0.005,0.023,0.122,0.042,-0.054,0.036,0.077,0.011,0.005,-0.979,1013.26,1013.25,8.91,0,RIDING,
217,4.320,-0.000,-0.034,-0.027,0.044,-0.047,-0.001,-0.094,0.105,0.010,-0.003,-0.986,1013.25,1013.25,8.63,0,RIDING,
218,4.340,-0.052,-0.011,-0.150,0.159,-0.038,-0.040,0.073,0.091,0.005,0.005,-1.002,1013.28,1013.25,8.18,0,RIDING,
219,4.360,0.002,-0.024,-0.042,0.049,-0.087,-0.004,0.063,0.107,-0.007,-0.002,-0.991,1013.32,1013.25,8.42,0,RIDING,
220,4.380,0.027,-0.046,0.028,0.060,-0.010,0.025,-0.020,0.034,0.007,-0.011,-1.001,1013.18,1013.25,8.52,0,RIDING,
221,4.400,0.068,-0.029,-0.051,0.090,0.099,0.040,0.050,0.118,-0.016,-0.005,-0.993,1013.20,1013.25,8.98,0,RIDING,
222,4.420,0.104,-0.072,-0.052,0.137,0.010,-0.094,0.031,0.099,0.005,0.008,-0.997,1013.28,1013.25,8.37,0,RIDING,
223,4.440,0.041,0.118,-0.037,0.130,0.008,-0.025,0.050,0.057,0.001,0.001,-0.983,1013.23,1013.25,8.64,0,RIDING,
224,4.460,-0.007,0.110,0.064,0.127,0.064,-0.008,0.045,0.079,0.003,-0.001,-1.000,1013.29,1013.25,8.32,0,RIDING,
225,4.480,0.101,-0.056,-0.130,0.174,-0.084,-0.022,-0.031,0.092,0.017,0.003,-0.996,1013.25,1013.25,8.66,0,RIDING,
226,4.500,-0.057,0.045,0.105,0.127,0.065,-0.094,0.043,0.122,-0.014,-0.003,-0.994,1013.33,1013.25,8.74,0,RIDING,
227,4.520,0.032,-0.063,-0.069,0.098,0.047,-0.064,0.069,0.105,-0.013,-0.006,-0.993,1013.25,1013.25,8.59,0,RIDING,
228,4.540,-0.113,0.159,-0.108,0.223,-0.059,0.002,0.023,0.063,-0.002,-0.002,-1.006,1013.29,1013.25,8.39,0,RIDING,
229,4.560,-0.198,0.074,0.019,0.213,0.008,-0.030,0.012,0.033,0.011,-0.017,-0.998,1013.25,1013.25,8.48,0,RIDING,
230,4.580,-0.082,-0.024,0.115,0.143,-0.052,-0.005,-0.028,0.060,-0.016,0.005,-1.003,1013.30,1013.25,8.22,0,RIDING,
231,4.600,-0.025,0.083,-0.068,0.110,-0.018,0.007,0.020,0.028,0.022,-0.004,-0.982,1013.23,1013.25,8.80,0,RIDING,
232,4.620,-0.162,0.108,-0.026,0.197,0.007,-0.016,-0.031,0.035,0.012,0.011,-1.003,1013.19,1013.25,8.39,0,RIDING,
233,4.640,-0.041,-0.054,-0.092,0.114,0.087,0.032,0.006,0.092,0.013,0.007,-1.009,1013.23,1013.25,8.21,0,RIDING,
234,4.660,0.076,-0.085,0.049,0.124,-0.046,-0.020,0.024,0.056,-0.008,0.015,-0.987,1013.27,1013.25,8.79,0,RIDING,
235,4.680,-0.001,0.036,-0.060,0.070,-0.007,-0.063,0.004,0.064,0.009,0.008,-1.003,1013.26,1013.25,8.89,0,RIDING,
236,4.700,-0.017,-0.026,0.017,0.036,-0.093,0.037,-0.075,0.125,-0.005,0.016,-1.001,1013.23,1013.25,8.51,0,RIDING,
237,4.720,0.121,0.090,-0.038,0.155,0.019,0.062,-0.016,0.067,0.001,-0.003,-0.999,1013.25,1013.25,8.34,0,RIDING,
238,4.740,0.077,0.107,0.010,0.132,0.010,0.041,-0.014,0.044,-0.009,0.009,-1.009,1013.20,1013.25,8.82,0,RIDING,
239,4.760,0.141,-0.080,0.065,0.174,0.072,-0.046,0.071,0.111,0.007,0.007,-1.002,1013.21,1013.25,7.99,0,RIDING,
240,4.780,-0.194,-0.004,-0.023,0.195,-0.018,-0.014,-0.086,0.089,0.015,-0.003,-1.007,1013.22,1013.25,9.02,0,RIDING,
241,4.800,0.030,0.082,0.056,0.103,-0.056,0.008,0.007,0.057,0.005,0.012,-1.004,1013.32,1013.25,8.84,0,RIDING,
242,4.820,0.118,-0.033,0.030,0.126,0.044,-0.044,-0.034,0.071,-0.001,-0.003,-0.995,1013.17,1013.25,8.55,0,RIDING,
243,4.840,-0.163,-0.002,0.007,0.163,-0.013,0.038,0.084,0.093,-0.006,0.001,-0.994,1013.23,1013.25,8.23,0,RIDING,
244,4.860,-0.066,0.077,-0.079,0.128,0.040,0.021,0.022,0.050,-0.002,0.005,-0.992,1013.35,1013.25,8.42,0,RIDING,
245,4.880,-0.103,0.021,-0.057,0.119,0.030,0.066,0.002,0.072,-0.028,0.007,-0.995,1013.24,1013.25,8.55,0,RIDING,
246,4.900,0.013,-0.030,-0.056,0.065,-0.009,0.058,-0.005,0.059,-0.004,0.003,-1.000,1013.31,1013.25,7.76,0,RIDING,
247,4.920,-0.127,-0.051,0.096,0.168,-0.062,-0.048,-0.053,0.094,0.006,-0.019,-0.986,1013.22,1013.25,8.69,0,RIDING,
248,4.940,-0.045,-0.045,0.128,0.143,-0.004,-0.060,-0.031,0.067,-0.003,0.008,-0.997,1013.22,1013.25,8.21,0,RIDING,
249,4.960,-0.106,0.214,-0.076,0.251,0.006,0.002,0.037,0.037,0.020,0.001,-1.010,1013.23,1013.25,8.63,0,RIDING,
250,4.980,0.025,-0.062,-0.028,0.072,0.009,0.016,-0.014,0.023,-0.013,0.008,-1.003,1013.29,1013.25,8.44,0,RIDING,
251,5.000,0.093,-0.050,0.044,0.115,0.015,-0.129,-0.072,0.149,-0.018,0.009,-0.990,1013.20,1013.25,8.91,0,RIDING,
252,5.020,0.038,0.052,-0.038,0.075,-0.001,0.011,0.020,0.023,-0.007,-0.005,-0.996,1013.28,1013.25,8.44,0,RIDING,
253,5.040,-0.128,-0.096,-0.032,0.163,-0.027,-0.013,-0.128,0.131,0.007,-0.019,-1.003,1013.23,1013.25,8.43,0,RIDING,
254,5.060,0.036,0.038,0.092,0.106,0.051,-0.050,0.031,0.078,0.015,-0.006,-1.008,1013.23,1013.25,8.27,0,RIDING,
255,5.080,-0.031,-0.066,0.077,0.106,0.018,0.067,0.020,0.072,-0.006,-0.004,-1.002,1013.22,1013.25,8.80,0,RIDING,
256,5.100,0.003,0.092,-0.047,0.103,0.017,-0.001,-0.061,0.063,0.004,0.003,-0.995,1013.20,1013.25,8.44,0,RIDING,
257,5.120,0.004,-0.035,0.033,0.048,-0.048,-0.065,-0.016,0.082,-0.007,-0.005,-1.000,1013.18,1013.25,8.35,0,RIDING,
258,5.140,-0.062,-0.033,-0.132,0.149,0.007,-0.042,0.019,0.047,0.002,-0.024,-1.003,1013.11,1013.25,8.27,0,RIDING,
259,5.160,0.007,0.008,-0.115,0.116,0.011,0.007,-0.047,0.049,0.000,-0.004,-0.995,1013.29,1013.25,8.49,0,RIDING,
260,5.180,0.008,0.088,0.035,0.095,-0.030,-0.011,0.044,0.054,0.005,-0.002,-1.022,1013.23,1013.25,8.61,0,RIDING,
261,5.200,0.010,0.017,0.010,0.022,-0.037,0.058,-0.007,0.069,0.003,-0.011,-1.010,1013.22,1013.25,8.29,0,RIDING,
262,5.220,0.155,0.101,0.082,0.202,0.066,0.029,-0.081,0.109,0.005,-0.019,-0.988,1013.31,1013.25,8.86,0,RIDING,
263,5.240,0.106,-0.038,0.010,0.113,0.038,-0.004,0.053,0.065,0.001,-0.014,-1.010,1013.25,1013.25,8.70,0,RIDING,
264,5.260,0.245,0.022,0.102,0.266,0.055,0.083,0.027,0.103,-0.019,-0.002,-0.991,1013.22,1013.25,8.51,0,RIDING,
265,5.280,-0.168,0.015,0.064,0.180,0.064,-0.045,-0.032,0.085,0.005,0.020,-1.011,1013.16,1013.25,8.20,0,RIDING,
266,5.300,0.107,0.033,-0.038,0.118,0.106,-0.122,-0.003,0.162,0.017,0.022,-0.999,1013.26,1013.25,9.12,0,RIDING,
267,5.320,0.076,0.106,0.040,0.136,0.017,-0.009,-0.020,0.028,-0.004,-0.020,-0.997,1013.19,1013.25,9.07,0,RIDING,
268,5.340,-0.003,0.014,0.141,0.142,-0.005,-0.013,-0.036,0.039,0.002,0.030,-0.996,1013.25,1013.25,8.37,0,RIDING,
269,5.360,-0.067,0.150,0.067,0.178,0.040,0.035,0.040,0.066,0.010,0.013,-1.005,1013.28,1013.25,8.91,0,RIDING,
270,5.380,-0.000,-0.057,0.075,0.094,0.040,-0.023,0.028,0.054,-0.011,-0.001,-0.994,1013.38,1013.25,8.86,0,RIDING,
271,5.400,-0.003,0.030,0.092,0.097,0.016,-0.053,0.035,0.066,-0.006,-0.013,-1.012,1013.25,1013.25,8.53,0,RIDING,
272,5.420,-0.028,-0.083,-0.212,0.229,0.056,-0.057,-0.035,0.087,0.013,-0.007,-0.994,1013.28,1013.25,7.80,0,RIDING,
273,5.440,-0.038,0.024,0.008,0.045,-0.000,-0.089,-0.072,0.114,-0.005,0.005,-0.998,1013.25,1013.25,8.91,0,RIDING,
274,5.460,0.038,0.077,-0.117,0.145,0.013,-0.009,-0.015,0.022,-0.010,-0.011,-0.976,1013.21,1013.25,8.27,0,RIDING,
275,5.480,0.132,0.001,0.058,0.145,-0.048,-0.136,-0.089,0.169,-0.000,-0.010,-1.002,1013.26,1013.25,8.92,0,RIDING,
276,5.500,-0.078,-0.109,-0.018,0.135,-0.019,-0.040,-0.043,0.062,0.014,-0.002,-0.978,1013.20,1013.25,8.57,0,RIDING,
277,5.520,-0.126,0.021,-0.090,0.157,-0.008,0.005,0.027,0.029,-0.012,-0.002,-0.997,1013.31,1013.25,8.34,0,RIDING,
278,5.540,-0.054,0.070,0.131,0.158,-0.069,0.018,0.050,0.087,-0.002,-0.014,-0.987,1013.16,1013.25,8.56,0,RIDING,
279,5.560,0.017,-0.037,0.035,0.054,0.031,0.037,0.028,0.056,-0.004,0.001,-1.027,1013.27,1013.25,8.16,0,RIDING,
280,5.580,0.166,-0.030,-0.082,0.188,-0.089,0.012,0.002,0.089,-0.009,-0.007,-1.001,1013.22,1013.25,8.38,0,RIDING,
281,5.600,-0.050,0.053,-0.011,0.074,0.006,0.020,0.062,0.065,-0.002,-0.008,-1.003,1013.28,1013.25,8.57,0,RIDING,
282,5.620,0.053,0.018,-0.030,0.064,-0.065,-0.075,0.016,0.100,-0.013,-0.002,-0.998,1013.30,1013.25,8.61,0,RIDING,
283,5.640,-0.072,0.027,-0.016,0.078,-0.041,-0.061,0.040,0.083,-0.010,0.009,-0.994,1013.27,1013.25,8.24,0,RIDING,
284,5.660,-0.024,0.124,-0.023,0.128,-0.051,0.053,-0.009,0.075,-0.010,-0.012,-1.002,1013.27,1013.25,8.51,0,RIDING,
285,5.680,0.110,-0.078,0.106,0.171,0.011,-0.054,0.013,0.057,-0.021,0.003,-1.011,1013.28,1013.25,8.24,0,RIDING,
286,5.700,0.034,-0.149,-0.011,0.153,-0.039,-0.072,-0.012,0.083,-0.011,0.002,-1.017,1013.26,1013.25,8.34,0,RIDING,
287,5.720,0.042,0.038,0.131,0.142,0.043,0.017,0.013,0.048,0.014,0.005,-1.003,1013.25,1013.25,8.11,0,RIDING,
288,5.740,-0.089,0.115,0.041,0.152,-0.058,0.033,0.092,0.113,-0.004,-0.006,-0.990,1013.25,1013.25,8.62,0,RIDING,
289,5.760,0.239,0.009,-0.010,0.240,0.039,-0.015,0.035,0.054,-0.010,-0.001,-0.992,1013.29,1013.25,8.20,0,RIDING,
290,5.780,0.022,0.096,-0.107,0.146,0.024,-0.030,0.005,0.039,-0.002,-0.011,-0.997,1013.27,1013.25,8.22,0,RIDING,
291,5.800,-0.066,-0.038,0.017,0.078,-0.032,0.056,-0.031,0.071,-0.010,-0.002,-1.008,1013.29,1013.25,8.58,0,RIDING,
292,5.820,-0.028,-0.021,0.141,0.145,-0.020,0.076,0.022,0.082,0.007,-0.019,-0.993,1013.19,1013.25,7.83,0,RIDING,
293,5.840,0.080,0.030,-0.016,0.087,-0.012,0.013,-0.015,0.023,0.011,-0.006,-0.996,1013.22,1013.25,8.39,0,RIDING,
294,5.860,-0.089,-0.055,-0.106,0.149,-0.010,0.033,0.015,0.037,-0.003,0.004,-0.997,1013.23,1013.25,8.68,0,RIDING,
295,5.880,0.042,-0.192,-0.101,0.221,0.037,-0.005,0.109,0.115,0.014,0.005,-0.982,1013.24,1013.25,8.34,0,RIDING,
296,5.900,0.039,-0.016,0.056,0.070,-0.038,-0.022,-0.027,0.051,-0.005,0.003,-1.005,1013.24,1013.25,8.73,0,RIDING,
297,5.920,0.068,-0.213,-0.016,0.224,0.008,-0.052,0.049,0.072,0.009,0.006,-1.001,1013.26,1013.25,8.87,0,RIDING,
298,5.940,-0.084,-0.017,-0.036,0.093,0.012,-0.022,0.148,0.150,-0.005,-0.002,-0.991,1013.17,1013.25,8.84,0,RIDING,
299,5.960,0.000,-0.094,0.032,0.099,-0.009,-0.099,0.010,0.100,0.005,0.003,-1.003,1013.20,1013.25,8.28,0,RIDING,
300,5.980,0.168,0.032,-0.047,0.177,0.011,-0.006,-0.106,0.107,0.020,-0.002,-1.003,1013.17,1013.25,8.10,0,RIDING,
301,6.000,-0.044,0.076,0.002,0.087,0.082,0.038,0.079,0.121,-0.004,-0.002,-1.017,1013.24,1013.25,8.61,0,RIDING,
302,6.020,-0.045,-0.073,-0.050,0.100,0.059,0.013,0.059,0.084,0.010,-0.006,-0.992,1013.29,1013.25,8.77,0,RIDING,
303,6.040,-0.025,-0.041,0.092,0.104,0.104,-0.047,0.084,0.142,0.003,0.004,-0.996,1013.29,1013.25,8.25,0,RIDING,
304,6.060,-0.027,-0.099,0.002,0.103,0.042,0.038,0.032,0.065,-0.000,0.003,-0.990,1013.30,1013.25,8.21,0,RIDING,
305,6.080,0.012,0.040,0.010,0.043,0.101,-0.105,-0.001,0.146,-0.018,0.001,-1.014,1013.37,1013.25,8.57,0,RIDING,
306,6.100,-0.052,0.017,0.132,0.143,0.022,0.032,0.049,0.063,-0.001,0.003,-1.003,1013.26,1013.25,8.25,0,RIDING,
307,6.120,-0.051,-0.028,-0.116,0.130,-0.049,-0.004,-0.017,0.052,0.003,-0.000,-1.011,1013.25,1013.25,8.91,0,RIDING,
308,6.140,-0.083,0.029,-0.067,0.111,0.021,-0.052,0.006,0.056,-0.004,-0.004,-0.998,1013.25,1013.25,8.79,0,RIDING,
309,6.160,0.004,0.130,-0.020,0.132,-0.026,-0.015,0.023,0.038,-0.013,0.024,-0.982,1013.26,1013.25,8.70,0,RIDING,
310,6.180,-0.002,-0.093,0.012,0.094,0.020,-0.107,0.001,0.109,0.013,0.010,-1.014,1013.18,1013.25,8.63,0,RIDING,
311,6.200,0.106,0.070,-0.028,0.130,0.024,0.073,-0.016,0.079,0.011,-0.021,-0.986,1013.25,1013.25,8.34,0,RIDING,
312,6.220,-0.074,0.071,-0.125,0.162,-0.045,-0.029,0.040,0.067,-0.006,0.012,-1.003,1013.17,1013.25,8.67,0,RIDING,
313,6.240,0.037,-0.013,0.138,0.144,-0.017,-0.001,0.095,0.097,-0.007,0.002,-1.022,1013.25,1013.25,8.70,0,RIDING,
314,6.260,0.008,-0.050,-0.116,0.126,-0.068,0.055,0.021,0.090,-0.007,-0.004,-0.998,1013.18,1013.25,9.02,0,RIDING,
315,6.280,-0.088,-0.124,-0.057,0.163,0.057,0.046,-0.076,0.105,0.005,0.000,-0.996,1013.31,1013.25,8.51,0,RIDING,
316,6.300,-0.077,-0.070,-0.054,0.117,-0.018,0.030,-0.059,0.068,-0.006,0.007,-0.996,1013.33,1013.25,8.32,0,RIDING,
317,6.320,-0.026,-0.082,-0.077,0.116,-0.077,0.055,0.052,0.108,0.003,0.007,-0.991,1013.34,1013.25,8.64,0,RIDING,
318,6.340,-0.020,0.027,0.166,0.169,-0.082,-0.068,-0.046,0.116,-0.003,0.006,-1.000,1013.29,1013.25,8.84,0,RIDING,
319,6.360,0.023,-0.042,-0.002,0.048,-0.000,0.054,0.107,0.120,-0.000,0.009,-0.990,1013.16,1013.25,8.65,0,RIDING,
320,6.380,0.060,0.062,-0.073,0.113,-0.082,0.080,0.058,0.129,0.006,-0.024,-0.991,1013.20,1013.25,8.87,0,RIDING,
321,6.400,-0.076,0.090,-0.052,0.129,-0.036,-0.074,-0.010,0.083,-0.018,0.021,-0.982,1013.30,1013.25,8.31,0,RIDING,
322,6.420,0.053,-0.041,-0.093,0.115,-0.079,0.027,0.063,0.104,-0.003,-0.002,-0.995,1013.20,1013.25,8.50,0,RIDING,
323,6.440,0.161,-0.049,0.066,0.181,0.052,-0.014,-0.007,0.055,-0.005,-0.006,-0.999,1013.19,1013.25,8.81,0,RIDING,
324,6.460,-0.066,-0.080,-0.023,0.107,0.072,-0.010,0.025,0.077,0.018,-0.004,-1.015,1013.18,1013.25,7.94,0,RIDING,
325,6.480,-0.008,0.047,-0.133,0.141,-0.043,0.013,-0.044,0.063,0.004,-0.004,-1.000,1013.29,1013.25,8.78,0,RIDING,
326,6.500,-0.049,-0.010,0.025,0.056,-0.014,0.047,0.125,0.134,0.008,0.006,-1.002,1013.22,1013.25,8.60,0,RIDING,
327,6.520,-0.037,0.078,0.048,0.099,0.024,-0.039,0.030,0.055,0.006,0.021,-1.018,1013.29,1013.25,8.45,0,RIDING,
328,6.540,0.047,-0.090,-0.105,0.147,-0.011,0.026,0.003,0.029,-0.005,0.000,-1.008,1013.19,1013.25,8.08,0,RIDING,
329,6.560,-0.116,0.136,-0.065,0.190,-0.008,-0.027,-0.028,0.040,0.006,-0.011,-1.014,1013.25,1013.25,8.41,0,RIDING,
330,6.580,0.151,-0.006,0.059,0.162,0.057,0.027,0.002,0.063,0.009,0.007,-0.994,1013.17,1013.25,8.04,0,RIDING,
331,6.600,-0.128,-0.165,-0.082,0.225,-0.057,0.008,-0.049,0.076,-0.005,0.008,-0.997,1013.33,1013.25,8.32,0,RIDING,
332,6.620,-0.070,0.064,0.149,0.176,-0.059,-0.012,-0.052,0.080,0.007,0.009,-0.996,1013.16,1013.25,8.68,0,RIDING,
333,6.640,-0.156,-0.002,-0.052,0.165,-0.057,-0.054,0.037,0.087,0.005,-0.019,-0.991,1013.24,1013.25,9.07,0,RIDING,
334,6.660,0.097,0.002,-0.094,0.135,0.086,-0.064,-0.004,0.107,-0.017,0.011,-0.989,1013.16,1013.25,8.13,0,RIDING,
335,6.680,-0.032,-0.106,-0.005,0.110,0.018,-0.074,-0.056,0.095,0.001,0.004,-1.012,1013.25,1013.25,8.71,0,RIDING,
336,6.700,-0.194,0.024,-0.072,0.208,-0.006,-0.018,0.023,0.030,0.000,0.005,-0.994,1013.21,1013.25,8.92,0,RIDING,
337,6.720,0.081,0.032,-0.137,0.162,-0.031,0.091,0.023,0.099,-0.006,-0.007,-1.006,1013.28,1013.25,8.64,0,RIDING,
338,6.740,0.091,0.028,0.139,0.168,0.024,0.092,0.022,0.098,0.003,0.012,-0.998,1013.19,1013.25,9.01,0,RIDING,
339,6.760,-0.026,0.013,-0.088,0.093,-0.059,-0.044,-0.026,0.077,0.003,0.020,-0.982,1013.18,1013.25,8.47,0,RIDING,
340,6.780,-0.004,0.069,-0.017,0.072,0.019,-0.002,-0.027,0.033,0.004,-0.003,-1.011,1013.25,1013.25,8.06,0,RIDING,
341,6.800,-0.028,0.044,-0.053,0.075,0.023,0.028,0.077,0.085,0.005,0.015,-0.997,1013.20,1013.25,8.47,0,RIDING,
342,6.820,0.059,-0.116,-0.046,0.138,0.082,-0.014,0.106,0.135,-0.016,0.006,-0.997,1013.21,1013.25,8.42,0,RIDING,
343,6.840,0.159,0.013,-0.020,0.161,-0.069,-0.004,0.047,0.084,0.009,-0.000,-0.994,1013.29,1013.25,8.86,0,RIDING,
344,6.860,0.014,-0.105,0.135,0.172,0.018,-0.052,0.019,0.058,0.014,-0.030,-0.995,1013.26,1013.25,8.80,0,RIDING,
345,6.880,0.121,-0.075,-0.147,0.205,0.014,0.017,0.017,0.028,0.002,0.007,-0.978,1013.20,1013.25,8.36,0,RIDING,
346,6.900,0.023,-0.048,-0.187,0.194,0.053,-0.007,-0.005,0.054,-0.018,0.001,-0.999,1013.20,1013.25,8.72,0,RIDING,
347,6.920,0.024,0.103,-0.008,0.106,0.005,0.042,-0.077,0.088,0.009,-0.008,-0.992,1013.24,1013.25,8.52,0,RIDING,
348,6.940,0.031,-0.118,-0.117,0.169,-0.071,0.007,0.010,0.072,-0.005,0.011,-0.992,1013.29,1013.25,8.74,0,RIDING,
